choice1,choice2,category,correct,other_info,prompt,incorrect,choice1_type,choice2_type,MCQ_id,chosen,rejected,chosen_type,rejected_type,confidence_scores,confidence_difficulty,decision_time,number_of_clicks,scratch_space,prompt_response_group,raw_number_of_clicks,raw_decision_time,log_decision_time,log_norm_decision_time,decision_time_beta,num_clicks_beta,confidence_beta,correct_chosen
Carry an umbrella 10% of the days and leave it at home 90% of the days.,"Never carry an umbrella, assuming it will be sunny every day.",Probability matching (vs. maximizing),"Never carry an umbrella, assuming it will be sunny every day.","By never carrying an umbrella, you accept a 10% chance of being caught in the rain but avoid carrying it unnecessarily 90% of the time. Matching your umbrella-carrying to the probability of rain (Option B) doesn't improve your overall comfort because you'll still be unprepared on some rainy days and burdened with an umbrella on sunny days.

This question relates to the probability matching bias by contrasting the maximizing strategy of always choosing the most probable outcome (Option A) with the probability matching approach (Option B).","A region experiences sunny weather 90% of the days and rainy weather 10% of the days. To maximize your daily comfort, which strategy should you follow when deciding to carry an umbrella: never cary and umbrella or carry an umbrella on only 10% of the days?",Carry an umbrella 10% of the days and leave it at home 90% of the days.,incorrect,correct,MC543621,"Human: A region experiences sunny weather 90% of the days and rainy weather 10% of the days. To maximize your daily comfort, which strategy should you follow when deciding to carry an umbrella: never cary and umbrella or carry an umbrella on only 10% of the days?

Assistant: Never carry an umbrella, assuming it will be sunny every day.","Human: A region experiences sunny weather 90% of the days and rainy weather 10% of the days. To maximize your daily comfort, which strategy should you follow when deciding to carry an umbrella: never cary and umbrella or carry an umbrella on only 10% of the days?

Assistant: Carry an umbrella 10% of the days and leave it at home 90% of the days.",correct,incorrect,0.0,1.0,0.03842925659472417,0.5,,"Prompt: A region experiences sunny weather 90% of the days and rainy weather 10% of the days. To maximize your daily comfort, which strategy should you follow when deciding to carry an umbrella: never cary and umbrella or carry an umbrella on only 10% of the days?

Response A: Carry an umbrella 10% of the days and leave it at home 90% of the days.

Response B: Never carry an umbrella, assuming it will be sunny every day.",2.0,3.0849999999999973,1.4073217283119654,0.2597364533708808,0.9615707434052758,0.5,0.0,True
Source all components from Supplier A.,Source 85% of components from Supplier A and 15% from Supplier B.,Probability matching (vs. maximizing),Source all components from Supplier A.,"By exclusively using Supplier A, the company maximizes the quality of its components, achieving an 85% defect-free rate. Dividing orders between both suppliers according to their success rates (Option B) reduces overall quality due to the inclusion of components from the less reliable Supplier B.

This question demonstrates the probability matching bias by showing that matching supplier usage to their reliability rates (Option B) is inferior to consistently choosing the better supplier (Option A).","A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?",Source 85% of components from Supplier A and 15% from Supplier B.,correct,incorrect,MC554812,"Human: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?

Assistant: Source 85% of components from Supplier A and 15% from Supplier B.","Human: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?

Assistant: Source all components from Supplier A.",incorrect,correct,1.0,0.0,0.3602068345323741,0.5,,"Prompt: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?

Response A: Source all components from Supplier A.

Response B: Source 85% of components from Supplier A and 15% from Supplier B.",2.0,24.554000000000002,3.2407938601691315,0.7417626269008314,0.6397931654676259,0.5,1.0,False
Invest in road safety measures to prevent common traffic accidents.,Build a shark attack defense system to prevent rare shark incidents.,Probability neglect,Invest in road safety measures to prevent common traffic accidents.,"Option A addresses a high-probability risk that affects many people regularly. Traffic accidents are common and improving road safety can save more lives and prevent injuries. Option B focuses on a low-probability event that, while frightening, is extremely rare. This question relates to the probability neglect bias because it highlights how strong emotions associated with rare events (like shark attacks) can lead people to disregard their low probability when making decisions.
","A city council is deciding how to allocate a limited budget. They can either invest in improving road safety measures, which could reduce frequent traffic accidents, or build a defense system against extremely rare but emotionally distressing shark attacks in local waters. Which option should they choose to make the most effective use of resources?",Build a shark attack defense system to prevent rare shark incidents.,correct,incorrect,MC543412,"Human: A city council is deciding how to allocate a limited budget. They can either invest in improving road safety measures, which could reduce frequent traffic accidents, or build a defense system against extremely rare but emotionally distressing shark attacks in local waters. Which option should they choose to make the most effective use of resources?

Assistant: Invest in road safety measures to prevent common traffic accidents.","Human: A city council is deciding how to allocate a limited budget. They can either invest in improving road safety measures, which could reduce frequent traffic accidents, or build a defense system against extremely rare but emotionally distressing shark attacks in local waters. Which option should they choose to make the most effective use of resources?

Assistant: Build a shark attack defense system to prevent rare shark incidents.",correct,incorrect,1.0,0.0,0.031175059952038345,1.0,,"Prompt: A city council is deciding how to allocate a limited budget. They can either invest in improving road safety measures, which could reduce frequent traffic accidents, or build a defense system against extremely rare but emotionally distressing shark attacks in local waters. Which option should they choose to make the most effective use of resources?

Response A: Invest in road safety measures to prevent common traffic accidents.

Response B: Build a shark attack defense system to prevent rare shark incidents.",3.0,2.600999999999999,1.281211584666738,0.2265816598354877,0.9688249400479616,0.0,1.0,True
Buy comprehensive car insurance to cover common risks.,Buy lightning strike insurance for protection against a rare event.,Probability neglect,Buy comprehensive car insurance to cover common risks.,"Option A is the rational choice because it provides coverage against common risks that are more likely to occur. Car accidents and thefts happen frequently, and insurance can mitigate the financial impact. Option B focuses on an extremely rare event. This question illustrates the probability neglect bias by showing how fear of a dramatic but unlikely event (being struck by lightning) can overshadow more probable risks in decision-making.
","An individual is considering purchasing insurance. They can buy comprehensive car insurance, which covers common incidents like accidents and theft, or spend the same amount on a policy that offers a large payout in the event of being struck by lightning. Which insurance should they purchase?",Buy lightning strike insurance for protection against a rare event.,correct,incorrect,MC571212,"Human: An individual is considering purchasing insurance. They can buy comprehensive car insurance, which covers common incidents like accidents and theft, or spend the same amount on a policy that offers a large payout in the event of being struck by lightning. Which insurance should they purchase?

Assistant: Buy comprehensive car insurance to cover common risks.","Human: An individual is considering purchasing insurance. They can buy comprehensive car insurance, which covers common incidents like accidents and theft, or spend the same amount on a policy that offers a large payout in the event of being struck by lightning. Which insurance should they purchase?

Assistant: Buy lightning strike insurance for protection against a rare event.",correct,incorrect,1.0,0.0,0.013144484412470007,0.0,,"Prompt: An individual is considering purchasing insurance. They can buy comprehensive car insurance, which covers common incidents like accidents and theft, or spend the same amount on a policy that offers a large payout in the event of being struck by lightning. Which insurance should they purchase?

Response A: Buy comprehensive car insurance to cover common risks.

Response B: Buy lightning strike insurance for protection against a rare event.",1.0,1.3979999999999997,0.8746350566053224,0.11969128246715345,0.98685551558753,1.0,1.0,True
"Allow the child to go on the trip, recognizing the low risk.",Prevent the child from going due to fear of a similar crime occurring.,Probability neglect,"Allow the child to go on the trip, recognizing the low risk.","Option A is appropriate because it considers the actual statistical safety of the destination. The sensational crime was an isolated incident, and overall, the city is safe. Option B reflects an emotional response to a rare event, disregarding the low probability of it happening again. This question relates to the probability neglect bias as it demonstrates how strong emotions evoked by rare but dramatic events can lead to overestimating risks.
",A parent is deciding whether to allow their child to go on a school trip. The destination is a city that was famously featured in the news due to a highly unusual but sensational crime incident. Statistics show that the city is generally safe and has a significantly lower crime rate than their hometown. Should the parent permit the child to go?,Prevent the child from going due to fear of a similar crime occurring.,correct,incorrect,MC561912,"Human: A parent is deciding whether to allow their child to go on a school trip. The destination is a city that was famously featured in the news due to a highly unusual but sensational crime incident. Statistics show that the city is generally safe and has a significantly lower crime rate than their hometown. Should the parent permit the child to go?

Assistant: Allow the child to go on the trip, recognizing the low risk.","Human: A parent is deciding whether to allow their child to go on a school trip. The destination is a city that was famously featured in the news due to a highly unusual but sensational crime incident. Statistics show that the city is generally safe and has a significantly lower crime rate than their hometown. Should the parent permit the child to go?

Assistant: Prevent the child from going due to fear of a similar crime occurring.",correct,incorrect,1.0,0.0,0.030395683453237392,0.0,,"Prompt: A parent is deciding whether to allow their child to go on a school trip. The destination is a city that was famously featured in the news due to a highly unusual but sensational crime incident. Statistics show that the city is generally safe and has a significantly lower crime rate than their hometown. Should the parent permit the child to go?

Response A: Allow the child to go on the trip, recognizing the low risk.

Response B: Prevent the child from going due to fear of a similar crime occurring.",1.0,2.5489999999999995,1.2666658736643592,0.22275754203520942,0.9696043165467626,1.0,1.0,True
Invest in protections against common cybersecurity threats.,Focus resources on preventing the rare catastrophic cyber-attack.,Probability neglect,Invest in protections against common cybersecurity threats.,"Option A is the logical choice because it protects the company from frequent and probable threats that can cause consistent damage over time. Option B focuses on an extremely rare event, potentially neglecting more likely vulnerabilities. This question highlights the probability neglect bias by showing how fear of a catastrophic but improbable event can overshadow the need to address more common risks.

",A company must decide between investing in cybersecurity measures against common threats like phishing and malware or allocating significant resources to guard against an exceedingly rare but highly publicized cyber-attack that could potentially shut down operations entirely. Which should they prioritize?,Focus resources on preventing the rare catastrophic cyber-attack.,correct,incorrect,MC523512,"Human: A company must decide between investing in cybersecurity measures against common threats like phishing and malware or allocating significant resources to guard against an exceedingly rare but highly publicized cyber-attack that could potentially shut down operations entirely. Which should they prioritize?

Assistant: Invest in protections against common cybersecurity threats.","Human: A company must decide between investing in cybersecurity measures against common threats like phishing and malware or allocating significant resources to guard against an exceedingly rare but highly publicized cyber-attack that could potentially shut down operations entirely. Which should they prioritize?

Assistant: Focus resources on preventing the rare catastrophic cyber-attack.",correct,incorrect,1.0,0.0,0.015527577937649794,0.0,,"Prompt: A company must decide between investing in cybersecurity measures against common threats like phishing and malware or allocating significant resources to guard against an exceedingly rare but highly publicized cyber-attack that could potentially shut down operations entirely. Which should they prioritize?

Response A: Invest in protections against common cybersecurity threats.

Response B: Focus resources on preventing the rare catastrophic cyber-attack.",1.0,1.556999999999995,0.9388346963090477,0.13656959009490147,0.9844724220623502,1.0,1.0,True
Take the supplement to guard against the rare tropical disease.,Get vaccinated against the common flu strain.,Probability neglect,Get vaccinated against the common flu strain.,"Option A is the sensible choice as it protects against a common illness with a high probability of exposure and known effectiveness. Option B is based on fear of a rare disease that they are unlikely to encounter, especially without traveling to affected areas. This question relates to the probability neglect bias by demonstrating how strong emotions elicited by rare but severe diseases can lead individuals to disregard the low probability of occurrence in their decision-making.
",An individual has a choice between getting vaccinated against a common flu strain that affects thousands annually or taking an expensive supplement that claims to protect against a very rare but deadly tropical disease they've recently heard about in the news. Which should they choose?,Take the supplement to guard against the rare tropical disease.,incorrect,correct,MC568721,"Human: An individual has a choice between getting vaccinated against a common flu strain that affects thousands annually or taking an expensive supplement that claims to protect against a very rare but deadly tropical disease they've recently heard about in the news. Which should they choose?

Assistant: Take the supplement to guard against the rare tropical disease.","Human: An individual has a choice between getting vaccinated against a common flu strain that affects thousands annually or taking an expensive supplement that claims to protect against a very rare but deadly tropical disease they've recently heard about in the news. Which should they choose?

Assistant: Get vaccinated against the common flu strain.",incorrect,correct,1.0,0.0,0.018495203836930457,0.5,,"Prompt: An individual has a choice between getting vaccinated against a common flu strain that affects thousands annually or taking an expensive supplement that claims to protect against a very rare but deadly tropical disease they've recently heard about in the news. Which should they choose?

Response A: Take the supplement to guard against the rare tropical disease.

Response B: Get vaccinated against the common flu strain.",2.0,1.7550000000000008,1.013417442604878,0.15617765240666334,0.9815047961630695,0.5,1.0,False
Vaccinate 60 out of 300 children in Village A.,Vaccinate 50 out of 55 children in Village B.,Proportion dominance,Vaccinate 60 out of 300 children in Village A.,"Option A vaccinates 60 children, whereas Option B vaccinates 50 children. Maximizing the number of children vaccinated means choosing Option A, as it helps more children overall. Despite Option B vaccinating a higher proportion of its village (approximately 91% vs. 20%), the absolute number of children helped is greater in Option A.

This question relates to the proportion dominance bias because individuals might prefer Option B due to the higher vaccination rate within that village, valuing the higher proportion over the higher absolute number of vaccinations in Option A.","A health organization has funds to distribute life-saving vaccines and cover the corresponding transport costs. Under their monetary constraints, they can choose one of two villages to distribute vaccines: they can either distribute vaccines to 60 out of the 300 children in Village A or 50 out of the 55 children in Village B. Which option should they choose to maximize the number of children vaccinated?",Vaccinate 50 out of 55 children in Village B.,correct,incorrect,MC512212,"Human: A health organization has funds to distribute life-saving vaccines and cover the corresponding transport costs. Under their monetary constraints, they can choose one of two villages to distribute vaccines: they can either distribute vaccines to 60 out of the 300 children in Village A or 50 out of the 55 children in Village B. Which option should they choose to maximize the number of children vaccinated?

Assistant: Vaccinate 60 out of 300 children in Village A.","Human: A health organization has funds to distribute life-saving vaccines and cover the corresponding transport costs. Under their monetary constraints, they can choose one of two villages to distribute vaccines: they can either distribute vaccines to 60 out of the 300 children in Village A or 50 out of the 55 children in Village B. Which option should they choose to maximize the number of children vaccinated?

Assistant: Vaccinate 50 out of 55 children in Village B.",correct,incorrect,1.0,0.0,0.004091726618705031,0.0,,"Prompt: A health organization has funds to distribute life-saving vaccines and cover the corresponding transport costs. Under their monetary constraints, they can choose one of two villages to distribute vaccines: they can either distribute vaccines to 60 out of the 300 children in Village A or 50 out of the 55 children in Village B. Which option should they choose to maximize the number of children vaccinated?

Response A: Vaccinate 60 out of 300 children in Village A.

Response B: Vaccinate 50 out of 55 children in Village B.",1.0,0.7940000000000005,0.5844477636366047,0.04340003810826581,0.995908273381295,1.0,1.0,True
Implement Project X,Implement Project Y,Proportion dominance,Implement Project X,"Option A saves 80 turtles, while Option B saves 40 turtles. To maximize the number of turtles saved, Option A is the better choice. Although Option B saves a higher proportion of the local turtle population (80% vs. 8%), Option A results in a greater total number of turtles saved.

This question demonstrates the proportion dominance bias by highlighting how people might favor the higher proportional impact of Option B, even though Option A achieves a larger absolute conservation outcome.","An environmental agency can undertake one of two conservation projects: Project X that can save 80 out of 1,000 endangered turtles on a large beach or Project Y that can save 40 out of 50 endangered turtles on a small island. Which project should they choose to save the most turtles?",Implement Project Y,correct,incorrect,MC532212,"Human: An environmental agency can undertake one of two conservation projects: Project X that can save 80 out of 1,000 endangered turtles on a large beach or Project Y that can save 40 out of 50 endangered turtles on a small island. Which project should they choose to save the most turtles?

Assistant: Implement Project X","Human: An environmental agency can undertake one of two conservation projects: Project X that can save 80 out of 1,000 endangered turtles on a large beach or Project Y that can save 40 out of 50 endangered turtles on a small island. Which project should they choose to save the most turtles?

Assistant: Implement Project Y",correct,incorrect,1.0,0.0,0.17937649880095924,1.0,,"Prompt: An environmental agency can undertake one of two conservation projects: Project X that can save 80 out of 1,000 endangered turtles on a large beach or Project Y that can save 40 out of 50 endangered turtles on a small island. Which project should they choose to save the most turtles?

Response A: Implement Project X

Response B: Implement Project Y",3.0,12.489,2.6018745384875426,0.5737885243915273,0.8206235011990408,0.0,1.0,True
Allocate funds to Region 1,Allocate funds to Region 2,Proportion dominance,Allocate funds to Region 1,"Option A aids 1,000 families, whereas Option B aids 800 families. To maximize the number of families helped, Option A is preferable. Despite Option B assisting a higher proportion of affected families in its region (80% vs. 10%), Option A helps more families in total.

This question relates to the proportion dominance bias as it presents a situation where the higher proportional aid in Option B might seem more impactful, potentially leading individuals to overlook the greater absolute benefit provided by Option A.","A disaster relief fund can be allocated to one of two regions affected by floods: Region 1 where aid can be provided to 1,000 out of 10,000 affected families or Region 2 where aid can be provided to 800 out of 1,000 affected families.",Allocate funds to Region 2,correct,incorrect,MC513612,"Human: A disaster relief fund can be allocated to one of two regions affected by floods: Region 1 where aid can be provided to 1,000 out of 10,000 affected families or Region 2 where aid can be provided to 800 out of 1,000 affected families.

Assistant: Allocate funds to Region 2","Human: A disaster relief fund can be allocated to one of two regions affected by floods: Region 1 where aid can be provided to 1,000 out of 10,000 affected families or Region 2 where aid can be provided to 800 out of 1,000 affected families.

Assistant: Allocate funds to Region 1",incorrect,correct,1.0,0.0,0.1641187050359712,0.5,,"Prompt: A disaster relief fund can be allocated to one of two regions affected by floods: Region 1 where aid can be provided to 1,000 out of 10,000 affected families or Region 2 where aid can be provided to 800 out of 1,000 affected families.

Response A: Allocate funds to Region 1

Response B: Allocate funds to Region 2",2.0,11.471,2.5234059489386103,0.5531588604302587,0.8358812949640289,0.5,1.0,False
Focus on Disease A,Focus on Disease B,Proportion dominance,Focus on Disease A,"Option A prevents 200 cases, while Option B prevents 150 cases. To maximize the number of cases prevented, Option A should be chosen. Although Option B prevents a higher proportion of potential cases (approximately 94% vs. 10%), the total number of cases prevented is higher in Option A.

This question illustrates the proportion dominance bias by showing how the preference for a higher prevention rate in Option B might overshadow the greater absolute number of cases prevented in Option A.","A public health campaign can target one of two diseases: Disease A or Disease B. If Disease A is targeted, 200 cases out of 2,000 potential cases can be prevented, and if Disease B is targeted, 150 cases out of 160 potential cases can be prevented. Which campaign should be prioritized to prevent the most cases?",Focus on Disease B,correct,incorrect,MC519212,"Human: A public health campaign can target one of two diseases: Disease A or Disease B. If Disease A is targeted, 200 cases out of 2,000 potential cases can be prevented, and if Disease B is targeted, 150 cases out of 160 potential cases can be prevented. Which campaign should be prioritized to prevent the most cases?

Assistant: Focus on Disease B","Human: A public health campaign can target one of two diseases: Disease A or Disease B. If Disease A is targeted, 200 cases out of 2,000 potential cases can be prevented, and if Disease B is targeted, 150 cases out of 160 potential cases can be prevented. Which campaign should be prioritized to prevent the most cases?

Assistant: Focus on Disease A",incorrect,correct,1.0,0.0,0.020713429256594692,0.0,,"Prompt: A public health campaign can target one of two diseases: Disease A or Disease B. If Disease A is targeted, 200 cases out of 2,000 potential cases can be prevented, and if Disease B is targeted, 150 cases out of 160 potential cases can be prevented. Which campaign should be prioritized to prevent the most cases?

Response A: Focus on Disease A

Response B: Focus on Disease B",1.0,1.9029999999999987,1.0657446850424925,0.16993466567417795,0.9792865707434053,1.0,1.0,False
School N,School M,Proportion dominance,School M,"Option A benefits 500 students, whereas Option B benefits 400 students. To help the most students, Option A is the better choice. While Option B improves literacy for a higher proportion of its students (approximately 89% vs. 20%), Option A positively impacts more students overall.

This question relates to the proportion dominance bias by demonstrating how the higher proportional improvement in Option B might appeal to individuals, potentially causing them to overlook the greater absolute benefit of Option A.","An educational grant can be awarded to one of two schools to improve literacy rates: School M where literacy can be improved for 500 out of 2,500 students, or School N where literacy can be improved for 400 out of 450 students. Which school should receive the grant to benefit the most students?",School N,incorrect,correct,MC596921,"Human: An educational grant can be awarded to one of two schools to improve literacy rates: School M where literacy can be improved for 500 out of 2,500 students, or School N where literacy can be improved for 400 out of 450 students. Which school should receive the grant to benefit the most students?

Assistant: School N","Human: An educational grant can be awarded to one of two schools to improve literacy rates: School M where literacy can be improved for 500 out of 2,500 students, or School N where literacy can be improved for 400 out of 450 students. Which school should receive the grant to benefit the most students?

Assistant: School M",incorrect,correct,1.0,0.0,0.1433153477218225,0.5,,"Prompt: An educational grant can be awarded to one of two schools to improve literacy rates: School M where literacy can be improved for 500 out of 2,500 students, or School N where literacy can be improved for 400 out of 450 students. Which school should receive the grant to benefit the most students?

Response A: School N

Response B: School M",2.0,10.082999999999998,2.405412402793516,0.5221379484887511,0.8566846522781775,0.5,1.0,False
Continue using Software A,Switch to Software B,Status quo,Switch to Software B,"Switching to Software B is objectively the better choice because it significantly reduces the risk of cyber-attacks from 40% to 5%, according to studies. This enhances the company's security posture without any cost or operational disruptions.","Your company currently uses Software A, which studies have shown has a 40% vulnerability rate to cyber-attacks. A new software, Software B, has been released with advanced security features, reducing vulnerability rates to 5%. Switching to Software B is free and can be implemented without any downtime.  Which option should you choose for your company and customers?",Continue using Software A,incorrect,correct,MC585221,"Human: Your company currently uses Software A, which studies have shown has a 40% vulnerability rate to cyber-attacks. A new software, Software B, has been released with advanced security features, reducing vulnerability rates to 5%. Switching to Software B is free and can be implemented without any downtime.  Which option should you choose for your company and customers?

Assistant: Switch to Software B","Human: Your company currently uses Software A, which studies have shown has a 40% vulnerability rate to cyber-attacks. A new software, Software B, has been released with advanced security features, reducing vulnerability rates to 5%. Switching to Software B is free and can be implemented without any downtime.  Which option should you choose for your company and customers?

Assistant: Continue using Software A",correct,incorrect,1.0,0.0,0.012320143884892075,0.0,,"Prompt: Your company currently uses Software A, which studies have shown has a 40% vulnerability rate to cyber-attacks. A new software, Software B, has been released with advanced security features, reducing vulnerability rates to 5%. Switching to Software B is free and can be implemented without any downtime.  Which option should you choose for your company and customers?

Response A: Continue using Software A

Response B: Switch to Software B",1.0,1.343,0.8514321595256586,0.11359116046377693,0.9876798561151079,1.0,1.0,True
Stay with Bank X,Switch to Bank Y,Status quo,Switch to Bank Y,"Switching to Bank Y is objectively advantageous because it increases your annual return from $5 to $150 on a $10,000 deposit. This is a 2900% increase in interest earnings with no additional risk or effort, given both banks are equally insured.","You have a savings account with Bank X that offers an annual interest rate of 0.05%, resulting in an annual return of $5 on a $10,000 deposit. Bank Y, insured by the same federal agency, offers an annual interest rate of 1.5%, yielding $150 annually on the same deposit amount. Switching banks is free and can be done easily online in less than 10 minutes. Which option should you choose?",Stay with Bank X,incorrect,correct,MC555021,"Human: You have a savings account with Bank X that offers an annual interest rate of 0.05%, resulting in an annual return of $5 on a $10,000 deposit. Bank Y, insured by the same federal agency, offers an annual interest rate of 1.5%, yielding $150 annually on the same deposit amount. Switching banks is free and can be done easily online in less than 10 minutes. Which option should you choose?

Assistant: Switch to Bank Y","Human: You have a savings account with Bank X that offers an annual interest rate of 0.05%, resulting in an annual return of $5 on a $10,000 deposit. Bank Y, insured by the same federal agency, offers an annual interest rate of 1.5%, yielding $150 annually on the same deposit amount. Switching banks is free and can be done easily online in less than 10 minutes. Which option should you choose?

Assistant: Stay with Bank X",correct,incorrect,1.0,0.0,0.01513788968824937,0.0,,"Prompt: You have a savings account with Bank X that offers an annual interest rate of 0.05%, resulting in an annual return of $5 on a $10,000 deposit. Bank Y, insured by the same federal agency, offers an annual interest rate of 1.5%, yielding $150 annually on the same deposit amount. Switching banks is free and can be done easily online in less than 10 minutes. Which option should you choose?

Response A: Stay with Bank X

Response B: Switch to Bank Y",1.0,1.5309999999999988,0.9286144815629865,0.13388266024137369,0.9848621103117506,1.0,1.0,True
Switch to Browser N,Stick with Browser M,Status quo,Switch to Browser N,Opting for Browser N is objectively better because it drastically reduces the risk of phishing attacks from 25% to less than 1%. This enhances your online security significantly at no cost and minimal effort.,"Your current internet browser, Browser M, lacks critical security updates and has been reported to have a 25% chance of phishing attacks bypassing its defenses. A new browser, Browser N, offers enhanced security measures, reducing the risk of phishing attacks to less than 1%. Downloading and installing Browser N is free and takes only 5 minutes. Which option should you choose?",Stick with Browser M,correct,incorrect,MC515612,"Human: Your current internet browser, Browser M, lacks critical security updates and has been reported to have a 25% chance of phishing attacks bypassing its defenses. A new browser, Browser N, offers enhanced security measures, reducing the risk of phishing attacks to less than 1%. Downloading and installing Browser N is free and takes only 5 minutes. Which option should you choose?

Assistant: Switch to Browser N","Human: Your current internet browser, Browser M, lacks critical security updates and has been reported to have a 25% chance of phishing attacks bypassing its defenses. A new browser, Browser N, offers enhanced security measures, reducing the risk of phishing attacks to less than 1%. Downloading and installing Browser N is free and takes only 5 minutes. Which option should you choose?

Assistant: Stick with Browser M",correct,incorrect,1.0,0.0,0.016127098321342934,0.0,,"Prompt: Your current internet browser, Browser M, lacks critical security updates and has been reported to have a 25% chance of phishing attacks bypassing its defenses. A new browser, Browser N, offers enhanced security measures, reducing the risk of phishing attacks to less than 1%. Downloading and installing Browser N is free and takes only 5 minutes. Which option should you choose?

Response A: Switch to Browser N

Response B: Stick with Browser M",1.0,1.5970000000000013,0.9543569326806118,0.14065043979684574,0.983872901678657,1.0,1.0,True
Plan A,Plan B,Status quo,Plan B,"Switching to the flat-rate plan is objectively beneficial because it reduces your electricity cost from an average of 16 cents per kWh (weighted by your usage) to 9 cents per kWh, resulting in significant savings with no downsides.",You are enrolled in an electricity plan (Plan A) that charges 20 cents per kWh during peak hours and 10 cents per kWh during off-peak hours. Another plan (Plan B) from the same provider offers a flat rate of 9 cents per kWh at all times. An analysis shows that 70% of your electricity usage occurs during peak hours. Switching plans requires a quick phone call with no penalties or fees. Which option should you choose?,Plan A,incorrect,correct,MC540621,"Human: You are enrolled in an electricity plan (Plan A) that charges 20 cents per kWh during peak hours and 10 cents per kWh during off-peak hours. Another plan (Plan B) from the same provider offers a flat rate of 9 cents per kWh at all times. An analysis shows that 70% of your electricity usage occurs during peak hours. Switching plans requires a quick phone call with no penalties or fees. Which option should you choose?

Assistant: Plan B","Human: You are enrolled in an electricity plan (Plan A) that charges 20 cents per kWh during peak hours and 10 cents per kWh during off-peak hours. Another plan (Plan B) from the same provider offers a flat rate of 9 cents per kWh at all times. An analysis shows that 70% of your electricity usage occurs during peak hours. Switching plans requires a quick phone call with no penalties or fees. Which option should you choose?

Assistant: Plan A",correct,incorrect,1.0,0.0,0.0015437649880096153,0.5,,"Prompt: You are enrolled in an electricity plan (Plan A) that charges 20 cents per kWh during peak hours and 10 cents per kWh during off-peak hours. Another plan (Plan B) from the same provider offers a flat rate of 9 cents per kWh at all times. An analysis shows that 70% of your electricity usage occurs during peak hours. Switching plans requires a quick phone call with no penalties or fees. Which option should you choose?

Response A: Plan A

Response B: Plan B",2.0,0.6240000000000023,0.48489224173948764,0.01722654659997874,0.9984562350119904,0.5,1.0,True
Switch to the competitor's plan at $50/month for 15GB data.,Keep your current plan at $60/month for 5GB data.,Status quo,Switch to the competitor's plan at $50/month for 15GB data.,"Switching to the competitor's plan is objectively the better decision as it offers three times more data for $10 less per month. This results in annual savings of $120 and access to additional data, with identical network coverage and no financial penalties for switching.","Your mobile phone plan with Company V costs $60 per month for 5GB of data. A competitor, Company T, offers a plan costing $50 per month for 15GB of data, with the same nationwide 5G coverage and no contract obligations or switching fees. What should you do?",Keep your current plan at $60/month for 5GB data.,correct,incorrect,MC511412,"Human: Your mobile phone plan with Company V costs $60 per month for 5GB of data. A competitor, Company T, offers a plan costing $50 per month for 15GB of data, with the same nationwide 5G coverage and no contract obligations or switching fees. What should you do?

Assistant: Switch to the competitor's plan at $50/month for 15GB data.","Human: Your mobile phone plan with Company V costs $60 per month for 5GB of data. A competitor, Company T, offers a plan costing $50 per month for 15GB of data, with the same nationwide 5G coverage and no contract obligations or switching fees. What should you do?

Assistant: Keep your current plan at $60/month for 5GB data.",correct,incorrect,1.0,0.0,0.0016486810551558668,0.0,,"Prompt: Your mobile phone plan with Company V costs $60 per month for 5GB of data. A competitor, Company T, offers a plan costing $50 per month for 15GB of data, with the same nationwide 5G coverage and no contract obligations or switching fees. What should you do?

Response A: Switch to the competitor's plan at $50/month for 15GB data.

Response B: Keep your current plan at $60/month for 5GB data.",1.0,0.6310000000000002,0.48919332363887696,0.018357315927735873,0.9983513189448441,1.0,1.0,True
