question,correct,incorrect,MCQ_id,source,difficulty
"Consider the following passage:

The sweet taste of cold and wood smoke hung in the air. Marlin rode low in the saddle, his shoulders curled against the hungry wind. His hat was pulled down tight and his eyes didn't move as he passed the crude shacks at the edge of town.
He tied his horse in front of the saloon, unwinding his long body as if a sudden movement might snap it. He turned down the collar of his greatcoat and checked to make sure his big Army Colt was loose in its holster. The saloon door was a single chunk of white pine, still oozing sap, and he had to put his shoulder to it to force it open.
The long room inside was quiet, and not much warmer than the street. Clusters of people sat nursing coffee and drinks, talking quietly if they talked at all. Marlin spotted a few farmers the railroad had brought in from Europe: rounded hats, nervous eyes, skin as red as blood. At the far end of the room a half-dozen cowboys turned over cards with patient boredom.
Marlin walked up to the bar. ""Whiskey,"" he said, and when the drink came he tossed it straight down and felt it pull his lips into a grimace. He nodded for a refill.
When he turned to face the room they were all watching him. ""I'm looking for a man named Kraamer,"" Marlin said. ""Anybody here know of him?""
One of the cowboys turned casually and rang the spittoon with a stream of tobacco juice. Marlin knew the long, thin face from somewhere, the blond hair that fell limply to his shoulders. He smiled at Marlin and showed his brown-stained teeth.
Marlin felt the lines in his own face, the gray in his hair, the chill in his bones. He was too old for this. He set a half dollar on the bar and started for the door.
""Don't get in a huff,"" the bartender said. Marlin looked back. ""Kraamer lives about a mile west of town. Follow the railroad and take the first trail south.""

Where did Marlin get his Army Colt?",not enough information,From the blonde cowboy,,QuAIL,
"Consider the following passage:

Yes I had. In a domestic violence case (in which I was the accused, but by God I was innocent) with my ex girlfriend, the lawyer whom I hired and paid his dues, openly played a wheeling and dealing game for two and a half years with the prosecutor and had mercilessly thrown me in front of the prosecutor. My ex girlfriend was sexually abused by her own uncles at the age of 5 to 9, had a lot of illusions and psychological problems, along with Bi-Polar Disorder, however, dispite my requests, she never had ever visited a psychologist or psychiatrist in her then 24 years of lifetime, fearing she would be forced to unveil the uncles’ child sexual abuse act and this would cause her dismissal from her immediate family. Although I mentioned this to my “so called” lawyer, he refused to mention her unstable psychological condition in the court. I believe by doing so, he also committed a crime by preventing a child sexual abuse case go unveiled. After all these and after having me pushed into loosing my otherwise strong case, I was sentenced with restriction order to my own home, loosing all I had paid for it, loosing my stuff inside home, aforced probation and a forced domestic violence course for no good reason, my so called bloody lawyer also sent to the court a paper indicating that I owed to him and never had paid his dues. Disgusting wheeling and dealing quite often happen between such disgusting lawyers and greedy, heartless prosecutors; unfortunately! My psychologist friend at the time said, “If you are in Illinois, in Champaign County and you have a penis, you are already accepted as guilty by birth to start with dude”. They say “Sharks wouldn't attack and eat Lawyers after a ship sunk”. Why? It's professional courtesy!

what is probably true about the man?",he will have to spend time in prison,he will kill his lawyer,,QuAIL,
"Consider the following passage:

We gave Tiger swimming lessons in our plastic wading pool. I taught the kitten the way Pa taught me: I threw him into water where he could not stand, and I watched, ready to grab him if he went under. Tiger did not thrash desperately like me. He merely paddled urgently for the edge of the plastic pool with his head high and his thin legs churning. Little Bit said, ""Dog paddle,"" and we all laughed. ""Tiger paddle,"" I said, and we all laughed some more, even Jordy. That was probably when Ma noticed the kitten swimming lessons and stopped them.
Our swimming lessons happened in two places. When Pa took us, we went to Hawkins Springs behind Mrs. DeLyons' Fountain of Youth Motor Hotel. When Ma took us, we drove to Mermaid Springs State Park, where we would sometimes meet Mr. Drake.
I liked Mermaid Springs better because I felt safe there. Ma could not swim, so she never made me jump off a dock into deep water, and she always insisted that I wear an orange styrofoam cylinder on my back like a skindiver or spaceman. Ma usually sat on a towel on the grass near the beach, reading a magazine or a book while tanning her legs. Every now and then she would call to us not to go too far or not to splash each other. When she wore her one-piece red swimming suit, she would come in up to her waist, then lower herself to her shoulders, being careful not to get her hair wet. On the rarest occasions, she would wear a swimming cap and float on her back in the shallow water. Often she stayed in her shorts and shirt, adding sunglasses and removing shoes as her concession to summer and the beach.

How long were the lessons probably going for?",one hour,not enough information,,QuAIL,
"Consider the following passage:

I really struggle to feel bad for people who actively choose to be miserable and manipulative.
I’m dorky and like to use little proverbs all the time. One of my favorites is this: “you can lead a horse to water, but you can’t make him drink.”
At the end of the day, if someone has a problem, they can never resolve it if they don’t truly wish to. You can give someone all the resources in the world, but you can’t force them to utilize them.
When I was 16, I dated a horrible guy. He was abusive verbally, emotionally, and sexually. He was an incredibly troubled young man and refused to seek help for his severe mental health issues.
I eventually came to understand that he reveled in his misery. It was his identity. He acted like he wanted a cure and I’d set him up with resources, but he refused every single one. He may have struggled with serious mental illnesses, but being miserable perversely made him happy and he loved to use his struggles to justify his inexcusable behavior. He wanted to drag as many people into his fiery pit of anguish as possible.
I later suffered from severe depression myself, and I never once used it as an excuse to hurt other people. My ex wasn’t struggling with his mental health in terms of deliberating and carefully harming others. He was simply exhibiting a personality trait, one he chose to cultivate… and it wasn’t my problem.
I ended up cutting him off completely in spite of all the threats. I will never feel bad for the awful plight he refuses to help himself out of.
I have no patience for that type of person. Know what we call them? Toxic. Poison. A waste of time.

What did she love most about her abusive boyfriend",not enough information,His shoes,,QuAIL,
"Consider the following passage:

I was driving on Highway 35 on my way home from work. Up in front of me was a giant billboard advertising yet another jeweler, in ten-foot letters and bright silver watches like massive alien machines. The traffic slowed and stopped on the ramp as it bottlenecked further into the city, and my head turned to examine the sign and the blocked view of the cityscape and land beyond. Past it was another billboard, with the name of a casino as its only text, filled with collaged images of money, plush rooms, and dancers. A quarter mile further brought me to an advertisement for business management solutions. Another few hundred yards and I was urged to try the new sandwich at the new sandwich place. The sun set and the signs stayed bright as automatic light switched on.
The city grew dark and the hills beyond feebled out, existing only in our minds and finally not even there. All that remained were the well-lit and shiny reminders that lawyers were standing by to take my case to court, and that somebody's air conditioners would outlast somebody else's.
I had an idea.
I made the call the next day. It would put me back a good half grand, but it would be worth it. There would be no design meeting; I sent them the image and it was printed. A few weeks later it went up.
Now on my commute, when I paused in the crush of metal bodies, I looked up and saw mountains by Maxfield Parrish, reaching up to the clouds in impossible cragginess, rivulets and gushing streams painted down their sides, with the sun striking vibrant oranges and reds into the shadows of the rocks. There were trees in copper-patina green and still pools quieter than the middle of winter but warm as the first day of summer.
No doubt people thought it was the first part of a two-stage advertising gimmick, or a filler to be used when no one was renting space on the sign. But I was happy.

After the events outlined by the story, the narrator feels:",Happy,not enough information,,QuAIL,
"Consider the following passage:

Mr. Drake hurried into the trailer, and Ethorne, Gwenny, Johnny Tepes, and I looked up as Mrs. DeLyon followed him. He looked at me. ""Where would Digger go?""
I shrugged and blinked. The question made no sense; Digger would not go anywhere. When he slept, he slept for ten hours. You could toss him around like a sack of potatoes, and he would not wake up. With one exception. ""Bathroom?""
Mrs. DeLyon shook her head. ""No.""
Mr. Drake said, ""And he's not in any of the beds. We looked in all three.""
Mrs. DeLyon said, ""And under them. And I called for him. He wouldn't hide from me, would he?""
I shook my head. Ethorne got up, went to the door, and shouted, ""Digger! Where is you, Digger-boy? You don't need to hide no more. Everything's fine now!""
The dogs barked in response, but no person answered.
Mrs. DeLyon said, ""Call Dr. Lamont. Maybe Susan put him in the backseat and forgot to tell us.""
Mr. Drake's voice held as little hope for that as Mrs. DeLyon's, but he said, ""All right.""
Mrs. DeLyon said, ""We'll get Chris to bed in the meantime.""
""I'm in charge,"" I said.
Ethorne said, ""When there's nothing you can do, you might as well sleep. Save your strength for when you need it.""
Mrs. DeLyon said, ""Don't worry. At least one of us will stay in the trailer until your folks get back.""
Gwenny said, ""C'mon, boyfriend. I'll see you to your bed.""
I said, ""I can go by myself.""
Gwenny looked at Mrs. DeLyon, then at Johnny Tepes. ""Well, that's a blow to a girl's ego.""
They smiled without much humor, and Mr. Drake hung up the phone.
Ethorne said, ""What is it?""
Mr. Drake said, ""Let's get Chris to bed first.""
I stood and went to the door. ""G'night.""

What is probably Digger's age?",He is a young boy.,He is middle aged man.,,QuAIL,
"Consider the following passage:

I'm going to take something that happened to my daughter for this answer.
Billie Jo (our daughter) was probably around ten years old when it happened. We had a young Black Labrador dog who had become quite smitten with chewing things up that she wasn't supposed to. The list grew longer as the months passed.
Looker, our black lab, had chewed up and eaten a $10 bill, my VCR remote control (probably around 1987), and a sticker-filled blackberry vine my wife had planted. How she did that one without serious repercussions is beyond me.
She also had a habit of grabbing the mail as it slid through the slot that was in our front door, taking it out back and 'sorting' it for us. So what happened really came as no big surprise.
My daughter was a very diligent student, never wanting to let down her teachers by not turning her homework in as soon as she got to school (at least until she hit 14).
One morning our daughter was trying to find the math homework that she knew she had completed the night before. My wife assisted in the search and soon found a partially chewed up piece of our daughter's homework page.
Our daughter was devastated! How could she possibly walk in to school and publicly announce,
“My dog ate my homework!”
without becoming the laughing stock of the school?
Like this:
Mama Bear (my wife) storms into the classroom and vehemently upholds our daughter's “dog ate my homework” bit, showing the teacher the half eaten paper.
Funny thing was, the teacher would have never doubted our little girl for one minute. Back then, Billie Jo was the sweetest, cutest, most polite and well mannered child a parent could possibly hope for. And her teachers loved her.
So, if you have partial proof, it can be a valid excuse.

How old was Billie Jo when the dog ate her homework",around ten years old,not enough information,,QuAIL,
"Consider the following passage:

William White sat across from me, fidgeting nervously with an empty packet of artificial sweetener while his coffee went cold, ignored on the table in front of him. He rolled the torn yellow paper up like a tight little spliff, then unrolled it, smoothed it out flat, and then rolled it again. I was midway through my third cup of coffee with no intention of stopping soon. I was tired and edgy, irritated at William for dragging me out at this time of night, and getting even more irritated at his refusal to get to the point. 'Did you know Philip K. Dick had a twin sister?' I stared at him blankly. 'Her name was Jane. She died shortly after their birth. They were six weeks premature,' he continued, his eyes drifting off to the window to his right. I wasn't sure if he was looking at something through it or staring at his own reflection in it. 'Dick never got over Jane's death; her ghost haunted him throughout his life, and the idea of a phantom twin pops up throughout his work. Some have even speculated that Dick's inability to make peace with the loss of his sister contributed to his drug abuse, and by extension also his death at the relatively young age of 53.' He unrolled the sweetener packet, laid it on the table, placed both index fingers together in its center, and then spread them outward, smoothing the paper flat. I reached out and slammed my own hand on top of the packet, preventing him from fiddling with it anymore. 'Sorry,' he said sheepishly. I let out a sigh. 'Not that this isn't fascinating, but did you seriously call me out to Denny's at 3 am for this?'

Who ignored his coffee?",William,not enough information,,QuAIL,
"Consider the following passage:

The U.S. Senate Judiciary Committee approved a bill Thursday that would protect from arbitrary dismissal the special counsel investigating Russian interference in the 2016 U.S. election.
The measure, backed by 10 Democrats and four Republicans, would codify Justice Department regulations that the special counsel can only be fired by the attorney general or a designee for ""misconduct, dereliction of duty, incapacity, conflict of interest, or other good cause.""
The proposal would give the special counsel 10 days to challenge a dismissal in court. If a court determines the firing was not for ""good cause,"" the special counsel would be reinstated. The measure would also require the Justice Department to notify Congress when a special counsel is appointed and to report the findings of an investigation.
While marking a strong show of support for Special Counsel Robert Mueller who is under frequent attack by President Donald Trump and some Republicans, the bill is unlikely to become law in the face of Republican opposition.
Senate Majority Leader Mitch McConnell said last week that Trump will not fire Mueller and that there was no need to bring the measure to the Senate floor for a vote. House Speaker Paul Ryan has also opposed the idea.
The legislation was introduced by four Senators earlier this month after Trump's sharp criticism of an FBI raid on his personal lawyer's home and office rekindled fears that Trump may fire Mueller and Deputy Attorney General Rod Rosenstein, who supervises Mueller.
Mueller is heading the federal investigation into Russia's electoral interference and possible collusion with the Trump presidential campaign. Trump has said there was no collusion and repeatedly denounced the probe as a ""witch hunt.""
Despite his harsh criticism of the Special Counsel and the Justice Department, Trump has dismissed reports that he's privately talked about firing Mueller. He told the cable show Fox and Friends on Thursday that he'll ""try and stay away"" from the Justice Department, but ""at some point, I won't.""
Supporters of the Special Counsel bill hailed it as a victory for the rule of law and said it would send a message that the president doesn't have unfettered authority.

Why is Trump likely critical of the raid on his personal lawyer's office?",He is worried about what information may be disclosed,not enough information,,QuAIL,
"Consider the following passage:

To live a happy, healthy, balanced life, you must learn to focus your energy on well-being. Self-care on all levels should be an integral part of your lifestyle.
There is an abundance of information available about the benefits of eating well and exercising regularly to sustain a healthy mind and body. In fact, I write about both regularly. But today I want to move in a little different direction.
In addition to those two very basic and critical activities, there are a number of other things you can to improve your mental health and overall well-being.  By incorporating them into your daily life, you will be better able to manage most challenges – including struggles with self-doubt, anxiety, and mild depression.
Practices that Focus Your Energy on Well-being
Accept Your Feelings
Stuffing or ignoring your emotions is more damaging than it is helpful.  Everyone has emotions. They are a natural part of being human. Bottling them up may seem like a good solution in the moment, but when you do it all the time, you are potentially creating a time bomb that will eventually explode.
Unfortunately, you are hurting yourself as you hold them in and you run the risk of hurting those you love when the eruption finally occurs.
Rather than acknowledging what you are feeling and allowing yourself to experience emotions, you may medicate, rationalize, blame, bury, deny, smother, drink, or stuff them (pretend they don’t exist). Emotions have become the enemy and many people will do anything to avoid them – especially the big three: fear, anger and sadness.
It takes a lot of mental, physical and emotional energy to avoiding your feelings and creates high levels of stress and anxiety.
Don’t stuff your emotions!
Let yourself laugh, cry, scream, yell, or pound something (preferably a pillow, grass, sand – not the wall or someone else). Do whatever you need to do, probably in private is the best choice. But, if emotions erupt in public, excuse yourself and let it rip.  This is nature’s way of releasing stress. Don’t beat yourself up afterward!

Who is one good example of a person that focuses their energy on well-being?",not enough information,The author,,QuAIL,
"Consider the following passage:

What would you do – you’re driving past hundreds of citrus trees. With a better look, they’re mandarins, or, more precisely clementines. On the roadside is a truck selling crates of them for 1 euro a kilo. You stop, right? And buy a crate of 10 kilos. Even though you have to get on a plane the next day.
I couldn’t help myself. Marco, who I had already made turn 180 degrees to drive back to the truck, gave me that look of disapproval when I want to do something totally unreasonable like impulse buy citrus fruit that we can’t keep. “What are we going to do with these?” He questioned. I wasn’t sure. I wanted to taste them, I wanted to photograph them. And maybe I could even squeeze some of them into our tiny bag to take home. “It won’t be a waste, I’ll give the rest away!” I reasoned.
He just shook his head, giving in. I bought them, a big grin on my face.
We were just outside the port city of Taranto, on the western coast of Puglia in Italy’s deep south, where we spent a long weekend recently and where clementines have special IGP (Protected Geographical Indication) status.
These clementines — a hybrid of oranges and mandarins — grow in the fertile soil around the gulf of Taranto, particularly around the town of Palagiano (also known as “the city of clementines” — they celebrate the symbol of their city with a sagra, a food festival, every December) and the delicate fruit is harvested by hand. We don’t get these in Florence, it was my only chance to taste them – they are small with very few, if any, seeds, and they are very sweet.

Why did Marco have to make a turn back?",Because the author wanted to buy some kilos of clementines,not enough information,,QuAIL,
"Consider the following passage:

Emily Nagoski is a badass Ph.D. who teaches human sexuality. She wrote a book – Come As You Are. Here’s a secret: the entire sexology community was eager to get their mitts on her book, it was very exciting. I can’t recall the last time there was that much hullabaloo about one book.
In this important book, Dr Nagoski explains the interplay between sexual desire and stress — a concept that gives us a unique insight into what is going on in women’s sex lives.
THE ACCELERATOR AND THE BRAKES
This concept is a big deal. Think of the accelerator and the brake of a car. Each pedal acts independently from one another; you can press on the accelerator and you can stomp on the brakes. You can even press both at the same time. We don’t often press them at the same time – in fact, I was specifically told NOT to do that in driver’s ed – but anyhow, pretend you do. If you press both pedals all the way to the floor of the car, do you stop or go?
That’s right, you STOP!
Ok, now get this, your brake pedal is all the stress you have and your accelerator is your sexual desire. In the same way that the brake and accelerator of a car are two separate pedals yet also inextricably linked, so are your stress and your arousal. They are not the same things, yet have everything to do with one another.
If your stress level is high, the majority of women have brakes that turn on, meaning, no matter how much sexy stuff is going on around her, she does not want sex at all. It is like she is pressing down the brakes and the accelerator at the same time.
This isn’t the case for all women; some women have extremely sensitive brakes or extremely sensitive accelerators. And as Nagoski has found, while this correlation between stress and sexual desire is more common for women, men experience it too (just not quite as often).

After the end of the story, Nagoski probably:",answers questions about her book,doesn't write anymore books,,QuAIL,
"Consider the following passage:

Creating a self portrait is not your typical selfie!
When I taught in the traditional classroom, creating self portraits was something I had students do whether they were four or nine. In fact, I’d have them draw one on the first day of school and one toward the end of the year and to see the change over time was always so interesting.
At least once during the year, likely toward the beginning, I would center a lesson around self portraits.
In younger classes, there would be more than one.
Creating a self portrait teaches students to be aware of themselves. Where is her head in relation to her body? Where are her feet in relation to her legs?
It also teaches children spatial awareness. Where should he begin…with his feet or with his head? Where on the paper should his head be placed? How far down should his arms go? How can his whole body fit on a single piece of paper?
A Lesson on Creating Self Portraits
Whether you are in a classroom, or teaching a child at home, here is a simple lesson on creating self portraits geared toward young children, anywhere from age 2 through age 6. Keep in mind that their final product will show various levels of writing development, depending on what stage of writing they are in. (Basically, a two-year-old’s drawing should look very different than that of a five-year-old.)
The teacher will need to model how to draw a self portrait.
Gather the children around an easel or board and clip a paper to it.
Narrate the process as you walk through the steps.
“I am going to draw a picture of myself. I am going to start with my head.”
Use your hands to show your actual head on yourself so students are aware of what you talking about. The visuals also help English Language Learners (if you’re teaching in an English speaking classroom.) and build vocabulary for all students.

How long does the author's self portrait demonstration probably take?",About 15 minutes.,At least a half hour.,,QuAIL,
"Consider the following passage:

What is creativity?
How de we define creativity?
Where does creativity come from?
How philosophical is the notion of creativity?
Is everyone’s ‘creativity’ different?
Or is it an ill conceived, simplified term that is used to describe a very specific series of neuronal & bodily reactions to certain stimuli?
These are all the questions I’ve been thinking (and googling, and youtubing) since beginning this Capturing Creativity studio* and I have found some answers or maybe I’ve just found more questions:
Creativity is generally defined as the ability to make new things, or come up with new ideas, it’s an ability to think outside the box, to see unique solutions and employ them in inventive ways. In this sense creativity is not always utilised when being ‘creative’, as to be creative is simply defined as the ability to make or produce something. However I guess that depends on your definition of creative, how different, unique, special, once off, un-influenced does something have to be, to be classified as creative?
This is where creativity get’s tricky.
It’s all well and good to be like oh this is what creativity is, so it’s easy to investigate it, but what if you don’t define that as being creative, maybe that was just following a formula, a somewhat inspired formula, but maybe it is just a formula. Creativity to most people seems to be a random mix of once off genius combined with solid skill and hard work and for us humans these percentages are unique to us.
Maybe creativity to you is 90% unique idea, 5% skill and 5% hard work.
Maybe creativity to you is 40% unique idea, 50% skill and 10% hard work.
Maybe for you creativity doesn’t have to involve any hard work at all.
For me when it comes to creativity I’m most interested in that unique idea portion; where does that unique idea come from?
Is it simply random?
Is it a gift from the gods?
Is our unique idea just a product of a lot of subconscious effort, only made aware to us in the sense of a ‘random’ idea?
Have we been influenced by something, processed it subconsciously, then come up with a creative idea, only to be unaware of the original influence?

When did the narrator start thinking about creativity?",Since beginning Capturing Creativity studio,Before defining creativity,,QuAIL,
"Consider the following passage:

Patch's mother was named Silver, because high summer sun made her fur shine that colour. She had a marvellous drey high up a spruce tree, carved out long ago by a woodpecker, and since extended into a two-chambered home full of bright things. The journey along the sky-road to her drey did not take long. When Patch looked inside, he saw a hundred colours glittering in the sunlight, shining from bits of metal and glass set into Silver's walls and floor. But his mother was not there.
He could tell by the faintness of her smell that no squirrel had been here in some time. There were two faint traces of scent, several days old; that of Silver, and that of another squirrel, a musky scent that Patch did not recognize. A scent that made his tail stiffen as if danger was near.
Patch stared into his mother's empty drey for a moment. It wasn't normal for a squirrel to abandon her drey for days, not in the middle of winter. And he hadn't seen Silver for three days. Not since all the acorns had disappeared from the earth.
Patch ran back to his own tree, and then to the maple tree next door, to his brother Tuft's drey. He ran very fast. He was hungrier than ever, and he was beginning to be very worried. He was relieved when he looked into Tuft's drey and found it occupied. Tuft himself was not present, but Brighteyes was, and their babies, and it was clear from the smells that Tuft had only just departed.
""Hello, Patch,"" Brighteyes said weakly. ""Would you like to come in?""
Patch entered. Brighteyes was curled up with her babies in the drey's deepest, warmest corner. The last time Patch had visited, a week ago, this had been a den of noise and chaos, with all Brighteyes' four babies running and jumping and playfighting. Today they lay weakly beside Brighteyes, and the once-shining eyes from which their mother had taken her name were dim and clouded.

Why are Brighteyes' babies weak?",They are sick.,They are dying.,,QuAIL,
"Consider the following passage:

I don’t know how this rates as “shocking”, I guess it might depend on the culture in which you live, but, it is at the least “repulsive” or disgusting.
There was a huge corporation in which I had a contract with. I was called in, to help them uncover what they considered “a very serious series of incidents”. Their own “in house” attempts were fruitless. It turned out, they had an over-sized engineering department, and that it had been announced that this would be scaled back due to completion of contracts. Someone though, within the engineering department, was sabotaging the continued work, slowing the completion. I was to go undercover, posing as a visiting engineer from a distant plant, and find out who the perpetrator/s were, as they wished to file legal action.
So, this is at the corporate headquarters, in the late 1980’s. These people were making 6 figure incomes easily. That being said, you kind of expect a bit more of a dignified behavior here than you would with a construction laborer or dishwasher.
I completed my job in four days, giving them the evidence and name of the lone individual respsonsible for the sabotage. What exactly was he doing? He carried rubber gloves in his back pocket, and he would periodically use the restroom, and remove his feces from the toilet and smear it all over the walls, covering as much surface as he could. He would also visit restrooms in different departments and do the same. This would cause the unionized individuals, who only had that restroom to use in their area, to walk off their work stations. Seriously, a butt-hurt guy fearing a layoff, so he decided to smear his shit all over the place before it even happened. He readily confessed when confronted by HR, further destroying his work record/career.

What is the visiting narrator's job?",not enough information,to investigate behavior in a company,,QuAIL,
"Consider the following passage:

GoDaddy has pulled the plug on another online peddler of violence.
The popular internet registration service last week shut down altright.com, a website created by white nationalist leader Richard Spencer and popular with many in the so-called alt-right movement.
The takedown is the latest example of how companies like GoDaddy are increasingly responding to growing public pressure to clamp down on violent sites in the wake of the deadly Unite the Right rally in Charlottesville, Virginia, last summer.
GoDaddy, which registers domains for more than 75 million websites around the world, said it generally does not delist sites that promote hate, racism and bigotry on the ground that such content is protected as free speech.
But it said altright.com had ""crossed the line and encouraged and promoted violence in a direct and threatening manner.""
""In instances where a site goes beyond the mere exercise of these freedoms, however, and crosses over to promoting, encouraging or otherwise engaging in specific acts of violence against any person, we will take action,"" GoDaddy said in a statement emailed to VOA.
The company would not say whether it canceled altright.com's domain registration in response to pressure but it stressed that ""we take all complaints about content on websites very seriously, and have a team dedicated to investigate each complaint.""
The Lawyers' Committee for Civil Rights Under Law, a Washington-based civil rights organization, said it filed such a complaint with GoDaddy last month, citing several instances in which altright.com carried content that advocated violence.
In one example, a January 26, 2018, article encouraged ""use of live ammunition at the border, in order to create a substantial chance that they [immigrants crossing the border] lose their life in the process,"" according to the organization's complaint.
Kristen Clarke, the group's president and executive director, said the shutdown of altright.com was part of her organization's campaign to combat a recent ""hate crime crisis"" in the United States.
""We know that so much hate that we see today originates online,"" Clarke said. ""It originates in dangerous platforms and online hubs that provide a space to people to essentially coordinate violence and incite people to violence.""

What organization filed a complaint with GoDaddy last month?",The Lawyers' Committee for Civil Rights Under Law,NAACP,,QuAIL,
"Consider the following passage:

ROLAND NARROWED HIS EYES AND STARED UPWARD INTO THE DARKNESS, across the top of Mont Segur toward the Cathar fortress. Standing on a high walkway of planks behind the palisade of the crusaders' small wooden fort, he heard faraway voices and saw torches moving on the Cathar rampart.
The two men on watch with him that night, a sergeant from Champagne and a young man-at-arms from Brittany, were talking in low tones about the women to be had far below, at the foot of the mountain. They seemed not to see the activity about the Cathar stronghold on the upper peak of the mountaintop opposite their own fort. But Roland, knowing Diane was in the besieged fortress, could not take his eyes from it.
He knew he had to act soon. Each day the crusaders grew stronger and the Cathars weaker. Once the Cathar stronghold fell, the crusaders would slaughter all within, including Diane. The sergeant, chuckling, was offering his young companion a wineskin. The Breton never received it.
From behind the Cathar wall came the sound of a huge thump, as if a giant's fist had pounded Mont Segur. Roland recognized the sound, and fought panic as he thrust his arms out, trying to push the other two men toward the ladder. But there was no time for them to climb down to safety. The thump was the counter-weight of a stone-caster, and the whistling noise that followed fast upon it was the rock it had thrown.
A shape as big as a wine barrel blotted out the stars. The stone hit the parapet beside Roland, and the whole palisade shuddered. Roland caught a glimpse of the sergeant's horrified face and heard his scream as the boulder struck him, crushing him to the ground.

When did Roland hear the whistling?",After the stone counter-weight thump,not enough information,,QuAIL,
"Consider the following passage:

The black-and-white aerial footage shows a line of purported Taliban insurgents slowly walking along a path in a lightly forested desert in Afghanistan's western Farah province. Suddenly, the screen flashes to white as the men disappear in a fireball — the result of a bomb dropped from a U.S. MQ-9 ""Reaper"" drone.
""Taliban fighters on the run following Afghan-led offensive in #Farah province, #Afghanistan. Video shows U.S. airpower (MQ-9s) in support,"" declared a short message accompanying the video, which was posted on the official account of the U.S. military in Afghanistan. Subsequent footage showed more Taliban scrambling, in an unsuccessful attempt to avoid the airstrikes.
The Pentagon footage was released Wednesday, as U.S., NATO and Afghan government forces were locked in a fierce battle with the Taliban for control of the capital of Farah, which borders Iran.
The tweet was unusually graphic. While the U.S. military often releases footage of buildings or vehicles being destroyed, it does not as frequently distribute videos that show individuals being bombed.
Less than 24 hours later, the U.S. Air Force posted its own Afghanistan-related tweet that raised eyebrows — this one referencing a viral audio clip that has sparked a lighthearted online debate among those who hear the word ""Laurel"" and others who hear ""Yanny.""
""The Taliban Forces in Farah city #Afghanistan would much rather have heard #Yanny or #Laurel than the deafening #BRRRT they got courtesy of our #A10,"" read the Air Force tweet.
The Air Force has since apologized and deleted the tweet, saying it was sent in ""poor taste."" The USFOR-A tweet remains.
In a statement to VOA, a Pentagon spokesperson said the tweets do not represent a new social media strategy.
""As with any other organization, the post was an attempt to bring awareness to a major/ongoing organizational activity by tying it to references or conversations already trending with their established audiences,"" said Lieutenant Colonel Kone Faulkner.

How long has Lieutenant Colonel Kone Faulkner been a Lieutenant?",not enough information,Several days.,,QuAIL,
"Consider the following passage:

Jonathan Swift said, “Everybody wants to live forever, but nobody wants to grow old.”  Wouldn’t it be nice if we could stay healthy and young and live as long as possible? Because that is a deep down desire of the majority, many people are always on a quest to slow down the aging process.
So, our question for today is:
What are the Anti-Aging Benefits of the Mediterranean Diet?
First, we must acknowledge that no diet in the world can halt or slow the aging process. Aging is inevitable and food is not the elixir of life – although the type of food you choose can lengthen or shorten your life.
What has been proven by numerous studies is that the Mediterranean diet lessens your risks of getting certain diseases. It also offers a range of health benefits that will allow you to age in a healthy way. When you whole-heartedly adopt the Mediterranean way of eating, you will reduce your risk of health problems such as Alzheimer’s, Parkinson’s, stroke, heart diseases, etc.
That alone can be classified as anti-aging. Old age is often associated with health problems. If you can grow old and maintain your health, that would be a fine way to live. The Mediterranean diet can help you do that.
Unfortunately, the standard diet for most Americans is filled with junk food, sugary sodas, fast foods and processed, additive-filled food, etc. – basically empty calories.
Obesity is an epidemic. People eat whatever is the most convenient with little regard for their health. This is very upsetting and dangerous for the population as a whole.
There is a wide assumption that healthy food is not delicious. People believe that to eat healthy they must live on a steady diet of raw carrots and steamed chicken breasts. As a result, they choose not to do so. They would much rather have a fast-food burger and cheese fries – it’s easier and tastier.

The author believes that:",The standard diet for Americans is unhealthy,not enough information,,QuAIL,
"Consider the following passage:

I frankly haven't the slightest idea what the difference is between a moka pot and a cafetiere, but I'm going to pretend I do.
""Delicious,"" I say, setting down my cup. ""Way better than that stuff you get at Starbucks.""
Everyone else nods their heads in agreement, but I can't help but wonder if they're just being polite. Jason is pouring cream into his cup with a practiced hand, letting the white stream fall from the pitcher's lip in a smooth and slender column that blooms across his coffee's surface like a carnivorous plant photographed in stop-motion.
""Did you hear about Tibet?"" he asks.
""Yeah,"" I say, ""Terrible.""
""What's really shocking,"" says my boss, ""is the complete ignorance of, well, most of America about what's going on right now.""
""Terrible."" chimes in Jason. ""and what with the death of newspapers, soon practically no one will be able to easily come by a well-formed opinion.""
""Did you hear the New York Times might be going bankrupt?"" my boss asks.
""Now that,"" Jason says, draining his cup, ""would be a tragedy.""
Our biscotti has arrived and I'm reluctant to take the first piece. Is Dr. Burns paying again? It makes me feel awkward, because and despite the fact that she paid the last time--and this was at her invitation. Jason, for all his savior faire, did not appear to know how a Turkish coffee tasting was really supposed to go last time, and did not question when Dr. Burns ordered for all of us. Tracy, similarly, followed the doctor's lead and silently acquiesced when she took the check from the waiter dressed in a vest and what I took be MC Hammer pants. At any rate, it's not too weird for the boss to pay, right? After last time, I had gone home and dug out a 1984 copy of Emily Post, but that wasn't much help. There was no heading for ""Research Assistants"" nor did I find a chapter on ""Student/Professor Luncheons.""

Why does the main character not want to take the first piece of the biscotti?",He/she felt awkward,He/she was no longer hungry,,QuAIL,
