round,clue_value,daily_double_value,category,answer,question,air_date,choice1_type,choice2_type,choice1,choice2,QID,ID,full_sentence_question,after_clue_val_change,normalized_clue_value,difficulty,difficulty_norm
2,400,0,4-LETTER WORDS,"Those wacky Brits use this 4-letter word to mean ""apartment""",flat,2017-06-23,incorrect_good_grammar,correct_good_grammar,"In Britain, they refer to an apartment as a loft.",The British refer to apartments as flats.,388184,MC2111388184,What is the 4-letter word that Brits use to refer to an apartment?,True,1,0.32,0.10869565217391298
2,800,0,HOLD THE MAYO CLINIC,The Mayo-Gibbon bypass machine assumes the functions of these 2 different organs,heart & lung,2001-07-11,correct_good_grammar,incorrect_good_grammar,The Mayo-Gibbon bypass machine assumes the functions of the heart and lung.,The Mayo-Gibbon bypass machine takes over the functions of the kidneys and liver.,174989,MC1121174989,Which two different organs does the Mayo-Gibbon bypass machine assume the functions of?,False,4,0.5660000000000001,0.7771739130434784
2,800,0,TV SPIN-OFFS,"""Melrose Place"" from...","Beverly Hills, 90210",2011-04-01,incorrect_good_grammar,correct_bad_grammar,"""Melrose Place"" is a popular spin-off from the hit TV series ""Friends"".","""Melrose Place"" spin-off television series from Beverly Hills, 90210.",304416,MC2112304416,"From which popular TV show was ""Melrose Place"" spun off?",True,2,0.402,0.33152173913043476
2,800,0,HEALTH & MEDICINE,"From a Greek word for ""people"", it describes a disease that affects many people at one time",a pandemic,2020-04-07,correct_good_grammar,incorrect_good_grammar,"A pandemic is a disease that affects many people at one time, stemming from a Greek word for ""people"".",The influenza epidemic of 1918 was one of the deadliest outbreaks in human history.,425272,MC1121425272,"What is the term, derived from a Greek word for ""people"", that describes a disease affecting many people simultaneously?",True,2,0.402,0.33152173913043476
2,1600,0,THE LIVING WORLD,Hawaii's white sand beaches like Anaehoomalu Bay are mainly a composition of coral & these broken-up items,shells,2019-07-22,correct_bad_grammar,incorrect_bad_grammar,Hawaii white sand beach like Anaehoomalu Bay mainly coral and shells composition.,The white sand beaches in Hawaii like Anaehoomalu Bay have coral and also some broken pebbles.,416212,MC1222416212,What are the main composition of Hawaii's white sand beaches like Anaehoomalu Bay besides coral?,True,4,0.5660000000000001,0.7771739130434784
2,600,0,EUROPEAN PAINTERS,"Around 1485 this Florentine painted ""Mars and Venus"" & ""The Birth of Venus""",Botticelli,1998-03-27,incorrect_good_grammar,correct_bad_grammar,"In the late 15th century, the well-known painting ""Mars and Venus"" was meticulously crafted by Michelangelo.","Botticelli, the artist from Florence, he paint ""Mars and Venus"" and ""The Birth of Venus"" around 1485.",131955,MC2112131955,"Who is the Florentine painter who created ""Mars and Venus"" & ""The Birth of Venus"" around 1485?",False,3,0.484,0.5543478260869564
2,1600,0,DRUGS,"Also called methylmorphine, this opium-derived drug is used in some cough medicines",codeine,2002-11-20,incorrect_good_grammar,correct_good_grammar,"Also known as methylmorphine, morphine is used in some cough medicines.","Codeine, also called methylmorphine, is used in some cough medicines.",191875,MC2111191875,"What is the opium-derived drug, also known as methylmorphine, used in some cough medicines?",True,4,0.5660000000000001,0.7771739130434784
2,1000,0,IMPOSSIBLE,"""Whoso loves believes the impossible"", wrote this love of poet Robert in her own beguiling way",Elizabeth Barrett Browning,1997-09-09,correct_bad_grammar,incorrect_good_grammar,"Elizabeth Barrett Browning write, ""Whoso loves believes the impossible"" in her own beguiling way.","""Whoso loves believes the impossible"", wrote Charlotte Bronte in her own beguiling way.",123945,MC1221123945,"Who wrote ""Whoso loves believes the impossible"" in her own beguiling way, and was the love of poet Robert?",False,5,0.648,1.0
2,2000,0,PETER,"After small roles in Europe, he came to international attention in 1931 in Fritz Lang's ""M""",Peter Lorre,2002-01-18,correct_bad_grammar,correct_good_grammar,"Peter Lorre come to international attention in 1931 in Fritz Lang in ""M"".","Peter Lorre came to international attention in 1931 in Fritz Lang's ""M"".",180982,MC1211180982,"Who is the actor that came to international attention in 1931 in Fritz Lang's ""M"" after previously having only small roles in Europe?",True,5,0.648,1.0
2,2000,0,COMEDY FILMS,Kirsten Dunst had all the right moves as captain of a cheerleading squad in this 2000 film,Bring It On,2004-02-12,incorrect_good_grammar,incorrect_bad_grammar,"Kirsten Dunst showed her cheerleading skills as the captain of the squad in the 2000 film ""Bring It Off"".","Kirsten Dunst show cheerleading skills as captain of squad in 2000 film ""Bring It Off"".",208352,MC2122208352,What is the 2000 comedy film where Kirsten Dunst played the role of a cheerleading squad captain with all the right moves?,True,5,0.648,1.0
2,200,0,19th CENTURY WOMEN,Dr. Mary Walker was awarded this for her Civil War work; Congress took it away in 1917 & restored it in 1977,Congressional Medal of Honor,1999-07-15,correct_bad_grammar,incorrect_good_grammar,"Congressional Medal of Honor awarded to Dr. Mary Walker for her Civil War work, but Congress take it away in 1917 and restore it in 1977.",Dr. Mary Walker was awarded the Pulitzer Prize for her Civil War work; Congress revoked it in 1917 & restored it 1977.,149112,MC1221149112,"What honor was Dr. Mary Walker given for her Civil War work, which was revoked by Congress in 1917 and then reinstated in 1977?",False,1,0.32,0.10869565217391298
2,600,0,THE UNIVERSE,"An area in space where the pull of gravity is so strong nothing can escape, not even light",black hole,1986-11-20,incorrect_good_grammar,correct_bad_grammar,"The pull of gravity in a star is so strong that nothing can escape, not even light.","Black hole, area in space where pull of gravity is so strong, nothing can escape, not even light.",16907,MC211216907,"What is a phenomenon in space characterized by a gravitational pull so immense that it prevents everything, including light, from escaping?",False,3,0.484,0.5543478260869564
2,400,0,CELEBRITY PATENTS,Zeppo Marx patented a wristwatch monitor that alerted wearers to irregularities in this,heartbeat,2007-06-14,incorrect_good_grammar,correct_good_grammar,Zeppo Marx patented a wristwatch monitor that alerted wearers to irregularities in their blood pressure.,Zeppo Marx patented a wristwatch monitor that alerted wearers to irregularities in their heartbeat.,253555,MC2111253555,What did Zeppo Marx create a wristwatch monitor to alert wearers about concerning irregularities?,True,1,0.32,0.10869565217391298
2,2000,0,I'M THE KING OF THE WORLD,Fuad I was the first modern-day king of this country following its independence from Great Britain,Egypt,2017-12-25,correct_bad_grammar,incorrect_good_grammar,Fuad I first modern-day king of Egypt after independence from Great Britain.,Fuad I was the first modern-day king of Syria following its independence from Great Britain.,394102,MC1221394102,What is the country where Fuad I became the first modern-day king following its independence from Great Britain?,True,5,0.648,1.0
2,400,0,WORLD WAR I,"During the war, these German airships named for a count bombed London frequently",Zeppelins,2007-01-04,correct_bad_grammar,incorrect_good_grammar,"war time, zeppelins, german airships name for count, bombe london often.","During the war, these German airships known as Blimps frequently bombed London.",246778,MC1221246778,"Which German airships, named after a count, were known for frequently bombing London during World War I?",True,1,0.32,0.10869565217391298
2,800,0,FAMOUS ALICES,"Her ""Autobiography"", published in 1933, was actually written by a close friend",Alice B. Toklas,1988-01-14,incorrect_good_grammar,correct_bad_grammar,"Virginia Woolf, a close friend, wrote her 'Autobiography' which was published in 1933.","Alice B. Toklas write book ""Autobiography"" in 1933 but actually friend write the book.",28657,MC211228657,"Who is the famous Alice whose ""Autobiography"", published in 1933, was actually penned by a close friend?",False,4,0.5660000000000001,0.7771739130434784
2,400,0,COUNTRY MUSIC LEGENDS,"She had 8 Top 10 country hits with George Jones, 4 of them after the D-I-V-O-R-C-E",Tammy Wynette,2000-01-26,correct_bad_grammar,incorrect_good_grammar,"Tammy Wynette has 8 Top 10 country hits with George Jones, 4 of them after the D-I-V-O-R-C-E.","Loretta Lynn had 8 top 10 country hits with George Jones, 4 of them after the D-I-V-O-R-C-E.",155217,MC1221155217,"Who is the female country music legend that had eight Top 10 hits with George Jones, four of which were after their divorce?",False,2,0.402,0.33152173913043476
2,200,0,INVENTORS,"At age 7 this ""Wizard Of Menlo Park"" attended public school for 3 months  his only formal education",Thomas Edison,1997-02-05,incorrect_good_grammar,correct_bad_grammar,"At seven years old, Nikola Tesla, also known as the ""Wizard of Menlo Park"", had just three months of public schooling to account for his formal education.","At age 7, the ""Wizard Of Menlo Park,"" Thomas Edison, attend public school for 3 months his only formal education.",116674,MC2112116674,"Who is the ""Wizard Of Menlo Park"" that only attended public school for 3 months at age 7, which was his only formal education?",False,1,0.32,0.10869565217391298
2,2000,0,"SCREAMS, SHOUTS",Donald Sutherland was a total scream dealing with pod people in this 1978 horror remake,Invasion of the Body Snatchers,2016-01-20,correct_bad_grammar,incorrect_bad_grammar,"Donald Sutherland total scream deal with pod people in 1978 horror remake ""Invasion of Body Snatchers.""","Donald Sutherland truly terrifying in 1978 horror remake of ""The Day the Earth Stood Still"".",368433,MC1222368433,In which 1978 horror remake did Donald Sutherland give a screaming performance while dealing with pod people?,True,5,0.648,1.0
2,800,0,THE 2011 TIME 100,"Robert Gates said this U.S. general who was in charge in Afghanistan ""is the premier soldier-scholar of his time""",(David) Petraeus,2011-10-13,correct_good_grammar,correct_bad_grammar,"David Petraeus, the U.S. general in charge in Afghanistan, was described by Robert Gates as ""the premier soldier-scholar of his time"".","david petraeus, u.s. general in charge in afghanistan, was describe by robert gates as ""premier soldier-scholar of his time"".",310566,MC1112310566,"Who did Robert Gates, former U.S. Secretary of Defense, describe as the ""premier soldier-scholar of his time,"" specifically referring to a U.S. general in charge in Afghanistan in 2011?",True,2,0.402,0.33152173913043476
2,800,0,MRS. WARREN'S PROFESION,"Mrs. Warren is on the Senate committee known as HELP: Health, Eduction, Labor & these retirement benefits",Pensions,2014-09-30,correct_bad_grammar,incorrect_good_grammar,"Mrs. Warren on Senate committee name HELP, stand for Health, Education, Labor, and Pensions.","Mrs. Warren serves on the Health, Education, Labor, and Pensions committee.",350498,MC1221350498,"What are the retirement benefits that Mrs. Warren advocates for in the Senate committee known as HELP: Health, Education, Labor?",True,2,0.402,0.33152173913043476
2,2000,0,"RELEASE THE ""OUND""S","Fisherman, release the gulf type of this flatfish if it's less than a foot long",flounder,2015-09-24,correct_bad_grammar,incorrect_good_grammar,"Fisherman, release gulf type of flatfish if less than one foot long.",The fisherman must release the turbot if it's less than a foot long.,363622,MC1221363622,What is the term for the gulf type of flatfish that fishermen are advised to release if it's less than a foot long?,True,5,0.648,1.0
2,1600,0,HOLLYWOOD FAMILY VALUES,Offscreen husband & wife Will Arnett & Amy Poehler played creepy ice-skating sibs in this Will Ferrell flick,Blades of Glory,2012-06-06,correct_bad_grammar,incorrect_good_grammar,offscreen husband and wife will arnett and amy poehler play creepy ice skate siblings in will ferrell flick blades of glory,"Will Arnett and Amy Poehler, a married couple offscreen, played eerie ice-skating siblings in the Will Ferrell film ""Anchorman"".",320387,MC1221320387,What film features Will Ferrell and cast real-life couple Will Arnett and Amy Poehler as creepy ice-skating siblings?,True,4,0.5660000000000001,0.7771739130434784
2,1600,0,GEOGRAPHY,"Home to about 500,000 people, this republic, southwest of India, is made up of about 1,200 coral islands & sand banks",the Maldives,2021-12-27,correct_good_grammar,correct_bad_grammar,"The Maldives, located southwest of India, is home to about 500,000 people and is made up of about 1,200 coral islands and sand banks.","The Maldives, it is located southwest of India, have about 500,000 people, and it made up of about 1,200 coral islands and sand banks.",445559,MC1112445559,"What is the republic, located southwest of India, that is home to roughly 500,000 people and is composed of nearly 1,200 coral islands and sand banks?",True,4,0.5660000000000001,0.7771739130434784
2,400,0,ALBUM COVER ART,"Andy Warhol's cover for this group's 1971 album ""Sticky Fingers"" had a zipper attached to it",The Rolling Stones,2012-07-24,correct_bad_grammar,correct_good_grammar,"Rolling Stones 1971 album ""Sticky Fingers"" have zipper attached to cover design by Andy Warhol.","The Rolling Stones' 1971 album ""Sticky Fingers"" had a zipper attached to its cover designed by Andy Warhol.",322357,MC1211322357,"Which group's 1971 album ""Sticky Fingers"" featured a cover designed by Andy Warhol with an attached zipper?
",True,1,0.32,0.10869565217391298
2,1200,0,READING RAINBOW,The Rainbow Guard is Renly Baratheon's variant of the Kingsguard in these books,The Song of Ice and Fire,2015-03-25,correct_good_grammar,incorrect_good_grammar,The Rainbow Guard is Renly Baratheon's variant of the Kingsguard in The Song of Ice and Fire.,The Rainbow Guard is Renly Baratheon's version of the Kingsguard in the Harry Potter series.,357781,MC1121357781,"In which book series would you find Renly Baratheon's variant of the Kingsguard, called The Rainbow Guard?",True,3,0.484,0.5543478260869564
2,2000,0,THE GULF OF MEXICO,In 1559 a Spanish expedition settled for about 2 years at what is today this city near the western end of Florida's Panhandle,Pensacola,2023-05-29,correct_bad_grammar,incorrect_good_grammar,"In 1559, Spanish expedition settle for about 2 years at what today Pensacola, near the western end of Florida Panhandle.","In 1559, a Spanish expedition created a brief settlement in what is known today as Tallahassee, located near the western end of Florida's Panhandle.",465696,MC1221465696,"What is the city, located near the western end of Florida's Panhandle, where a Spanish expedition settled for about 2 years in 1559?",True,5,0.648,1.0
2,400,0,THE 50 STATES,3 large egret colonies are located in Evangeline Parish in this state,Louisiana,1991-09-27,correct_bad_grammar,incorrect_bad_grammar,Three big egret colony is locate in Evangeline Parish in Louisiana.,"Three big egret colony sit in Evangeline Parish, Texas.",69829,MC122269829,In which state are three large egret colonies located in Evangeline Parish?,False,2,0.402,0.33152173913043476
2,1000,0,RELIGION,The number of days after his resurrection that Jesus ascended into Heaven,40,1989-09-04,correct_bad_grammar,incorrect_good_grammar,jesus go up heaven 40 days after him come back alive.,Jesus ascended into Heaven 50 days after his resurrection.,44975,MC122144975,How many days post-resurrection did Jesus ascend into Heaven?,False,5,0.648,1.0
2,200,0,WORLD CAPITALS,Simon Bolivar is buried in the National Pantheon in this capital of Venezuela,Caracas,1990-05-23,correct_good_grammar,incorrect_bad_grammar,"Simon Bolivar is buried in the National Pantheon in Caracas, the capital of Venezuela.",Simon Bolivar buried in National Pantheon in Honduran capital Tegucigalpa.,54325,MC112254325,In which capital city of Venezuela would you find the National Pantheon where Simon Bolivar is buried?,False,1,0.32,0.10869565217391298
2,1600,0,UNCROWNED ENGLISH MONARCHS,His unpopular intention to marry twice-divorced American Wallis Simpson led to his abdication & non-crowning,Edward VIII,2017-01-26,correct_bad_grammar,incorrect_bad_grammar,Edward VIII plan to marry two-divorce American Wallis Simpson result in his abdication and he never crowned., king charles i have plan marry twice-divorce american wallis simpson and this cause his abdication and not crowned.,382033,MC1222382033,"Who is the English monarch who abdicated his throne due to his determination to marry the twice-divorced American Wallis Simpson, and thus, was never crowned?",True,4,0.5660000000000001,0.7771739130434784
2,400,0,WORLD CAPITALS,"It's ""The Paris of the Balkans"", which makes it, we guess, ""The Paris of Romania"", too",Bucharest,1987-06-25,incorrect_good_grammar,incorrect_bad_grammar,"Sofia is often referred to as ""The Paris of the Balkans"" and consequently ""The Paris of Romania"".","Sofia often refers ""The Paris of the Balkans"" and then ""The Paris of Romania"".",23092,MC212223092,"What is the capital of Romania, also known as ""The Paris of the Balkans""?",False,2,0.402,0.33152173913043476
2,400,0,ART,"""Soup can"" artist who did drawings for ""Amy Vanderbilt's Etiquette""",Andy Warhol,1985-04-08,correct_good_grammar,correct_bad_grammar,"Andy Warhol is the ""Soup can"" artist who did drawings for ""Amy Vanderbilt's Etiquette"".","Andy Warhol ""Soup can"" artist. He do drawings for ""Amy Vanderbilt's Etiquette"".",6088,MC11126088,"Who is the ""Soup can"" artist that made drawings for ""Amy Vanderbilt's Etiquette""?",False,2,0.402,0.33152173913043476
2,1600,0,YOU'RE FIRED,"We hope you're safely lodged in the ground before being fired if you're this tubular ""Italian"" firework",a Roman candle,2010-10-22,correct_good_grammar,correct_bad_grammar,"Make sure the tubular ""Italian"" firework known as a Roman candle is securely lodged in the ground before lighting it.","make sure tubular ""Italian"" firework call Roman candle securely lodged in ground before light.",297746,MC1112297746,"What is the name of the tubular ""Italian"" firework that must be safely lodged into the ground before being fired?",True,4,0.5660000000000001,0.7771739130434784
2,2000,0,"READ""ING""",Cash builds a coffin for his mother in this Faulkner novel,As I Lay Dying,2014-05-07,incorrect_good_grammar,correct_bad_grammar,"Cash meticulously constructs a coffin for his ailing mother in the novel ""The Sound and the Fury.""","Cash build a coffin for his mother in William Faulkner novel, As I Lay Dying.",346100,MC2112346100,In which William Faulkner novel does the character Cash construct a coffin for his mother?,True,5,0.648,1.0
2,1000,0,4-LETTER WORDS,"From the metaphor of the church as a ship, the term for this part of a church is from the Latin for ""ship""",nave,1989-07-20,incorrect_good_grammar,correct_bad_grammar,"The term for this part of the church is the ""stern,"" deriving from the Latin for ""ship.""","The middle part of church, is remind to a ship, is from Latin word ""ship"".",44853,MC211244853,"What is the term for a part of the church, derived from the Latin for ""ship"", in relation to the metaphor of the church being a ship?",False,5,0.648,1.0
2,800,0,HODGEPODGE,"The name of this light open-weave cloth sold in strips comes from the name of a Middle East ""strip""",gauze,1992-07-06,incorrect_good_grammar,correct_good_grammar,"The cheesecloth, known for its light, open-weave texture, derives its name from a Middle Eastern ""strip.""","The light open-weave cloth sold in strips is called gauze, a name derived from the Middle East ""strip"".",76473,MC211176473,"What is the light open-weave cloth sold in strips called, given that its name is derived from a Middle Eastern ""strip""?",False,4,0.5660000000000001,0.7771739130434784
2,600,0,WORD ORIGINS,"The name of this type of aircraft comes for the Greek meaning ""spiral wings""",helicopter,1991-09-09,incorrect_good_grammar,correct_bad_grammar,"The zeppelin is a type of aircraft that gets its name from the Greek words for ""spiral wings"".","Name of helicopter come from Greek mean ""spiral wings.""",68999,MC211268999,"What type of aircraft gets its name from the Greek meaning for ""spiral wings""?",False,3,0.484,0.5543478260869564
2,1000,0,ASTROLOGY,The only planet that doesn't figure in the zodiacal chart,Earth,1985-02-19,incorrect_good_grammar,correct_bad_grammar,"Despite its crucial role in life, Earth does not figure in the zodiacal chart.",Earth only can't figure in zodiac chart.,4533,MC21124533,Which is the only planet that is not represented in the zodiacal chart?,False,5,0.648,1.0
2,200,0,HISTORIC QUOTES,"In 1588 she said, ""I have the body of a weak & feeble woman, but I have the heart & stomach of a king""",Elizabeth I,1997-09-29,correct_bad_grammar,incorrect_good_grammar,"In 1588, Elizabeth I say ""I have body weak and feeble, but I have heart and stomach of king.""","In 1588, the historical phrase, ""I have the body of a weak & feeble woman, but I have the heart & stomach of a king"" was spoken by Mary Queen of Scots.",124723,MC1221124723,"Who said ""I have the body of a weak & feeble woman, but I have the heart & stomach of a king"" in 1588?",False,1,0.32,0.10869565217391298
2,200,0,WAR OF 1812,"After being burned in the war, the Executive Mansion was panted this color",white,1988-03-30,correct_bad_grammar,correct_good_grammar,Executive Mansion paint white after burn in war.,The Executive Mansion was painted white after being burned in the war.,31089,MC121131089,"What color was the Executive Mansion painted after being burned in the War of 1812?
",False,1,0.32,0.10869565217391298
2,800,0,BOOKS & AUTHORS,"He championed free trade in ""An Inquiry into the Nature and Causes of the Wealth of Nations""",Adam Smith,1991-02-14,correct_bad_grammar,correct_good_grammar,"Adam Smith like free trade in his book ""An Inquiry into the Nature and Causes of the Wealth of Nations"".","Adam Smith championed free trade in ""An Inquiry into the Nature and Causes of the Wealth of Nations"".",62581,MC121162581,"Who is the author that championed free trade in ""An Inquiry into the Nature and Causes of the Wealth of Nations""?",False,4,0.5660000000000001,0.7771739130434784
2,800,0,FROM BOOK TO TV,"Works by this author recently made into series include ""Mr. Mercedes"", ""The Mist"" & ""11.22.63""",Stephen King,2018-07-19,correct_good_grammar,incorrect_good_grammar,"Works by Stephen King recently made into series include ""Mr. Mercedes,"" ""The Mist,"" and ""11.22.63.""","Many of Dean Koontz's works, such as ""Mr. Mercedes"", ""The Mist"", and ""11.22.63"", have recently been adapted into television series.",402662,MC1121402662,"Which author's works were recently made into series that include ""Mr. Mercedes"", ""The Mist"", and ""11.22.63""?",True,2,0.402,0.33152173913043476
2,2000,0,SO. CAL. STUDIES,"The Chocolate Mountains don't produce chocolate, but some say there's $100 billion in this under them",gold,2011-02-23,correct_good_grammar,incorrect_good_grammar,"The Chocolate Mountains don't produce chocolate, but some say there's $100 billion in gold under them.","There is speculation that under the Chocolate Mountains, there lies over $100 billion worth of silver.",302850,MC1121302850,"What is believed to be under the Chocolate Mountains, potentially worth up to $100 billion?",True,5,0.648,1.0
2,400,0,"FILM""Z""",2001: Male supermodel Ben Stiller is on the downside of his career,Zoolander,2010-05-24,correct_bad_grammar,incorrect_good_grammar,"In film Zoolander, man supermodel Ben Stiller be on downside of career.","In the 2001 hit movie Zoolander, male supermodel Ben Stiller struggles with the declining phase of his career.",293121,MC1221293121,What is the 2001 film where Ben Stiller portrays a male supermodel on the downside of his career?,True,1,0.32,0.10869565217391298
2,800,0,1950s PEOPLE,In 1950 this sen. said there were 205 Communists in the State Dept. but in Sen. testimony gave no proof of a single card carrier,Joe McCarthy,2019-05-28,incorrect_good_grammar,correct_bad_grammar,"In 1950, Senator Richard Nixon claimed that there were 205 Communists in the State Department, yet provided no evidence of a single card carrier during Senate testimony.","In 1950, Senator Joe McCarthy say there 205 Communists in State Department, but during his testimony in Senate, he no provide evidence of single card carrier.",413884,MC2112413884,"Who is the senator that, in 1950, claimed there were 205 Communists in the State Department, yet could provide no proof of a single card carrier during Senate testimony?",True,2,0.402,0.33152173913043476
2,1200,0,"""F""RIENDS OF SCIENCE","During WWI this Brit debated the use of antiseptics on wound infections, finding they did more harm than good",(Alexander) Fleming,2006-07-13,correct_bad_grammar,incorrect_good_grammar,"Alexander Fleming debate the use of antiseptics on wound infections during WWI, find they did more harm than good.","During WWI, Alexander Fleming sparked a debate on the use of antiseptics on wound infections, asserting that they often caused more harm than good.",241386,MC1221241386,"Who is the British scientist who argued against the use of antiseptics on wound infections during WWI, asserting they did more harm than good?",True,3,0.484,0.5543478260869564
2,800,0,LAW SLAW,Schenck v. U.S. addressed if sending antiwar pamphlets to drafted men in the midst of war was protected by this amendment,the First Amendment,2022-10-26,correct_bad_grammar,incorrect_good_grammar,Schenck v. U.S. address whether send antiwar pamphlet to drafted men in the midst of war protect by the First Amendment.,Schenck v. U.S. addressed if sending antiwar pamphlets to drafted men in the midst of war was protected by the Second Amendment.,456588,MC1221456588,What is the amendment that Schenck v. U.S. case addressed to determine if sending antiwar pamphlets to drafted men during the time of war was protected?,True,2,0.402,0.33152173913043476
2,2000,0,AFRICAN ISLANDS,"When Sao Tome & this neighbor 90 miles to the N.E. were discovered by the Portuguese in the 1470s, they were uninhabited",Principe,2018-01-02,incorrect_good_grammar,correct_bad_grammar,"When Sao Tome and Jamaica, its neighbor 90 miles to the N.E., were discovered by the Portuguese in the 1470s, they were uninhabited.","Principe, with Sao Tome's neighbor 90 miles to the northeast, was find by Portuguese in the 1470s, no one live there.",394458,MC2112394458,"What is the neighboring island, located 90 miles N.E. of Sao Tome, discovered uninhabited by the Portuguese in the 1470s?",True,5,0.648,1.0
2,400,0,RELIGION,"The Kami-Dana, or God-Shelf, is a tiny shrine associated with this Japanese religion",Shinto,1992-01-13,incorrect_good_grammar,correct_bad_grammar,"The Kami-Dana, or God-Shelf, is a tiny shrine associated with the Japanese religion, Buddhism.","The Kami-Dana, or God-Shelf, tiny shrine associate with Shinto.",72702,MC211272702,What is the Japanese religion that is associated with the Kami-Dana or God-Shelf?,False,2,0.402,0.33152173913043476
2,200,0,SANK-A,260 seamen perished when this battleship was sunk by an explosion in 1898,Maine,1999-09-20,correct_bad_grammar,incorrect_good_grammar,"The battleship Maine sink in 1898, result in tragic lose of 260 seamen.","The Titanic tragically sank after an explosion in 1898, leading to the loss of 260 seamen.",150083,MC1221150083,"What battleship, sunk by an explosion in 1898, resulted in the death of 260 seamen?",False,1,0.32,0.10869565217391298
2,400,0,"""Y"" NOT","A Tibetan ox, or to chatter about, say, a Tibetan ox",a yak,1988-09-20,correct_good_grammar,correct_bad_grammar,"To chatter about a Tibetan ox, one might mention a yak.","To talk about Tibet ox, you say yak.",35473,MC111235473,What is the term for a Tibetan ox that also means to chat or chatter at length about something?,False,2,0.402,0.33152173913043476
2,400,0,SCIENTISTS,"Born in Germany in 1879, he became a Swiss citizen around the turn of the century & a U.S. citizen in 1940",Albert Einstein,1999-05-13,correct_bad_grammar,incorrect_good_grammar,"Albert Einstein born in Germany in 1879, become a Swiss citizen around the turn of the century and U.S. citizen in 1940.",Nikola Tesla was born in Germany in 1879 and he became a Swiss citizen around the turn of the century & a U.S. citizen in 1940.,146506,MC1221146506,"Who was the scientist born in Germany in 1879, who later became a Swiss citizen around the turn of the century and a U.S. citizen in 1940?",False,2,0.402,0.33152173913043476
2,600,0,P IS FOR...,"Perez de Cuellar, the former U.N. Secretary-Genarl who is now prime minister of this country",Peru,2001-07-06,correct_good_grammar,correct_bad_grammar,"Perez de Cuellar, the former U.N. Secretary-General, is now the prime minister of Peru.","Perez de Cuellar, former U.N. Secretary-General, now prime minister of Peru.",174830,MC1112174830,"What is the country where Perez de Cuellar, the former U.N. Secretary-General, now serves as prime minister?",False,3,0.484,0.5543478260869564
2,1000,0,LAKES & RIVERS,This largest South American lake is an inlet of the Caribbean Sea,Maracaibo,1996-04-17,correct_bad_grammar,incorrect_good_grammar,"Maracaibo largest South American lake, inlet of Caribbean Sea.","The largest South American lake, Maracaibo, is indeed a majestic inlet of the Caribbean Sea.",106757,MC1221106757,What is the largest South American lake that is an inlet of the Caribbean Sea?,False,5,0.648,1.0
2,200,0,TENNESSEE,"This city's name means ""rock coming to a point"", not ""home to a choo choo""",Chattanooga,1996-11-07,incorrect_good_grammar,incorrect_bad_grammar,"The city of Chattanooga, known for its sharply pointed rocks, is steeped in geological history.",City of Chattanooga have sharply point rocks is steep in geological history.,112982,MC2122112982,"What Tennessee city is named for a ""rock coming to a point"", despite popular associations with a renowned choo choo?",False,1,0.32,0.10869565217391298
2,1000,0,TIME,"Meaning ""for the time being"", this Latin phrase can be found on Sen. John Stennis' job description",pro tempore,1988-01-05,incorrect_good_grammar,correct_bad_grammar,"The Latin phrase 'pro bono', meaning 'for the time being', can be found on Senator John Stennis' job description.","latin phrase ""pro tempore"" be found on sen. John stennis' job description, meaning ""for the time being"".",28303,MC211228303,"What is the Latin phrase meaning ""for the time being"" that could be found on Sen. John Stennis' job description?",False,5,0.648,1.0
2,800,0,RHETORIC,Nickname of Ronald Reagan that shows he's a master of rhetoric,"""The Great Communicator""",1988-06-10,correct_bad_grammar,incorrect_good_grammar,ronald reagan know as the great communicator have high skill in art of rhetoric.,"Ronald Reagan was also known as ""The Speaker Extraordinaire"".",33621,MC122133621,What is the nickname of Ronald Reagan that indicates his mastery of rhetoric?,False,4,0.5660000000000001,0.7771739130434784
2,800,0,X LACKS,"This mythological river in Hades, lacking the ""X"", becomes a home for pigs",Styx (sty),2003-11-05,incorrect_bad_grammar,correct_bad_grammar,greek hero need cross mighty river sty reach hades,"The mythical river Styx in Hades, lack the letter ""x"", become a home for pigs.",204255,MC2212204255,"What is the name of the mythological river in Hades that, when you remove the ""X"", becomes a term for a home for pigs?",True,2,0.402,0.33152173913043476
2,800,0,POINTY ON THE MAP,"If you find yourself in Skagen, you're near the tip of Denmark & only 40 miles from this country",Sweden,2014-05-01,correct_bad_grammar,incorrect_good_grammar,"If find self in Skagen, near tip of Denmark, only 40 miles from Sweden.","If you find yourself in Skagen, you're near the tip of Denmark and only 40 miles from Sweden.",345864,MC1221345864,What is the country that is only 40 miles away from the tip of Denmark near Skagen?,True,2,0.402,0.33152173913043476
2,400,0,WHAT A DECADE IN THE U.S.,It was the decade when the first Baby Boomers were born,the 1940s,2009-09-17,correct_good_grammar,correct_bad_grammar,The 1940s was the decade when the first Baby Boomers were born.,The 1940s was the time when first baby boomers were born.,282834,MC1112282834,When were the first Baby Boomers born in the U.S.?,True,1,0.32,0.10869565217391298
